Country,Region,Happiness Rank,Happiness Score,Standard Error,Family,Freedom,Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Whisker.high,Whisker.low,country,happiness_rank,happiness_score,GDP,life_expectancy,freedom,generosity,government_corruption,dystopia_residual,family
Mauritius,,,,,1.20956099033356,0.491247326135635,0.360933750867844,,2017,,,5.72986219167709,5.52813818216324,Mauritius,64.0,5.62900018692017,1.18939554691315,0.638007462024689,0.491247326135635,0.360933750867844,0.0421815551817417,1.6975839138031,1.20956099033356
Cyprus,,,,,1.13136327266693,0.355111539363861,0.271254301071167,,2017,,,5.71469269931316,5.5273069268465,Cyprus,65.0,5.62099981307983,1.35593807697296,0.84471470117569,0.355111539363861,0.271254301071167,0.0412379764020443,1.62124919891357,1.13136327266693
Estonia,,,,,1.47667109966278,0.479131430387497,0.0988908112049103,,2017,,,5.68813987419009,5.53386024788022,Estonia,66.0,5.61100006103516,1.32087934017181,0.695168316364288,0.479131430387497,0.0988908112049103,0.183248922228813,1.35750865936279,1.47667109966278
Belarus,,,,,1.44494521617889,0.295400261878967,0.15513750910759,,2017,,,5.64611424401402,5.49188529059291,Belarus,67.0,5.56899976730347,1.15655755996704,0.637714266777039,0.295400261878967,0.15513750910759,0.156313821673393,1.72323298454285,1.44494521617889
Libya,,,,,1.35756433010101,0.465733230113983,0.152073666453362,,2017,,,5.67695380687714,5.37304638385773,Libya,68.0,5.52500009536743,1.10180306434631,0.520169019699097,0.465733230113983,0.152073666453362,0.0926102101802826,1.83501124382019,1.35756433010101
Turkey,,,,,1.33775317668915,0.300740599632263,0.0466930419206619,,2017,,,5.59486496329308,5.40513503670692,Turkey,69.0,5.5,1.19827437400818,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,1.87927794456482,1.33775317668915
Paraguay,,,,,1.50728487968445,0.473507791757584,0.224150657653809,,2017,,,5.57738126963377,5.40861879140139,Paraguay,70.0,5.49300003051758,0.932537317276001,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,1.50728487968445
"Hong Kong S.A.R., China",,,,,1.26279091835022,0.490968644618988,0.374465793371201,,2017,,,5.54959417313337,5.39440607100725,"Hong Kong S.A.R., China",71.0,5.47200012207031,1.55167484283447,0.943062424659729,0.490968644618988,0.374465793371201,0.293933749198914,0.554633140563965,1.26279091835022
Philippines,,,,,1.25391757488251,0.585214674472809,0.193513423204422,,2017,,,5.54533505424857,5.31466460242867,Philippines,72.0,5.42999982833862,0.85769921541214,0.468009054660797,0.585214674472809,0.193513423204422,0.0993318930268288,1.97260475158691,1.25391757488251
Serbia,,,,,1.25818979740143,0.208715528249741,0.220125883817673,,2017,,,5.49156965613365,5.29843030571938,Serbia,73.0,5.39499998092651,1.06931757926941,0.65078467130661,0.208715528249741,0.220125883817673,0.0409037806093693,1.94708442687988,1.25818979740143
Jordan,,,,,1.23908889293671,0.418421149253845,0.172170460224152,,2017,,,5.44841002240777,5.22358990892768,Jordan,74.0,5.33599996566772,0.991012394428253,0.604590058326721,0.418421149253845,0.172170460224152,0.11980327218771,1.79117655754089,1.23908889293671
Hungary,,,,,1.34313309192657,0.175863519310951,0.0784016624093056,,2017,,,5.40303970918059,5.24496005430818,Hungary,75.0,5.32399988174438,1.2860119342804,0.687763452529907,0.175863519310951,0.0784016624093056,0.0366369374096394,1.71645927429199,1.34313309192657
Jamaica,,,,,1.36821806430817,0.474307239055634,0.233818337321281,,2017,,,5.58139872848988,5.04060101211071,Jamaica,76.0,5.31099987030029,0.925579309463501,0.641022384166718,0.474307239055634,0.233818337321281,0.0552677810192108,1.61232566833496,1.36821806430817
Croatia,,,,,0.96798300743103,0.255772292613983,0.248002976179123,,2017,,,5.39177720457315,5.19422323793173,Croatia,77.0,5.29300022125244,1.22255623340607,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,1.85449242591858,0.96798300743103
Kosovo,,,,,1.13785350322723,0.260287940502167,0.319931447505951,,2017,,,5.36484799548984,5.19315161541104,Kosovo,78.0,5.27899980545044,0.951484382152557,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973,2.01054072380066,1.13785350322723
China,,,,,1.16083741188049,0.472787708044052,0.0288068410009146,,2017,,,5.31927808977663,5.2267214372009,China,79.0,5.27299976348877,1.08116579055786,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612,1.76493859291077,1.16083741188049
Pakistan,,,,,0.672690689563751,0.23521526157856,0.315446019172668,,2017,,,5.35998364135623,5.17801646545529,Pakistan,80.0,5.26900005340576,0.72688353061676,0.402047783136368,0.23521526157856,0.315446019172668,0.124348066747189,2.79248929023743,0.672690689563751
Indonesia,,,,,1.27444469928741,0.443323463201523,0.611704587936401,,2017,,,5.35288859814405,5.17111156970263,Indonesia,81.0,5.26200008392334,0.995538592338562,0.492345720529556,0.443323463201523,0.611704587936401,0.0153171354904771,1.42947697639465,1.27444469928741
Venezuela,,,,,1.43133759498596,0.153997123241425,0.0650196298956871,,2017,,,5.3700319455564,5.1299680544436,Venezuela,82.0,5.25,1.12843120098114,0.617144227027893,0.153997123241425,0.0650196298956871,0.0644911229610443,1.78946375846863,1.43133759498596
Montenegro,,,,,1.23837649822235,0.194989055395126,0.197911024093628,,2017,,,5.34104444056749,5.13295553654432,Montenegro,83.0,5.23699998855591,1.12112903594971,0.667464673519135,0.194989055395126,0.197911024093628,0.0881741940975189,1.72919154167175,1.23837649822235
Morocco,,,,,0.774864435195923,0.408158332109451,0.0322099551558495,,2017,,,5.31834096476436,5.15165930226445,Morocco,84.0,5.2350001335144,0.878114581108093,0.59771066904068,0.408158332109451,0.0322099551558495,0.0877631828188896,2.45618939399719,0.774864435195923
Azerbaijan,,,,,1.15240025520325,0.398155838251114,0.0452693402767181,,2017,,,5.29928653523326,5.16871387675405,Azerbaijan,85.0,5.23400020599365,1.15360176563263,0.540775775909424,0.398155838251114,0.0452693402767181,0.180987507104874,1.76248168945312,1.15240025520325
Dominican Republic,,,,,1.40241670608521,0.55258983373642,0.186967849731445,,2017,,,5.34906088516116,5.11093915298581,Dominican Republic,86.0,5.23000001907349,1.07937383651733,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,1.31946516036987,1.40241670608521
Greece,,,,,1.23941457271576,0.0957312509417534,0.0,,2017,,,5.3252461694181,5.12875430360436,Greece,87.0,5.22700023651123,1.28948748111725,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,1.74922156333923,1.23941457271576
Lebanon,,,,,1.12962424755096,0.288515985012054,0.264450758695602,,2017,,,5.31888228848577,5.13111752077937,Lebanon,88.0,5.22499990463257,1.07498753070831,0.735081076622009,0.288515985012054,0.264450758695602,0.037513829767704,1.69507384300232,1.12962424755096
Portugal,,,,,1.36704301834106,0.498465299606323,0.0951027125120163,,2017,,,5.28504173308611,5.10495861023665,Portugal,89.0,5.19500017166138,1.3151752948761,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,1.10768270492554,1.36704301834106
Bosnia and Herzegovina,,,,,1.0693359375,0.204403176903725,0.328867495059967,,2017,,,5.27633568674326,5.08766463369131,Bosnia and Herzegovina,90.0,5.18200016021729,0.982409417629242,0.705186307430267,0.204403176903725,0.328867495059967,0.0,1.89217257499695,1.0693359375
Honduras,,,,,1.14394497871399,0.348079860210419,0.236188873648643,,2017,,,5.30158279687166,5.0604176685214,Honduras,91.0,5.18100023269653,0.730573117733002,0.582569479942322,0.348079860210419,0.236188873648643,0.0733454525470734,2.06581115722656,1.14394497871399
Macedonia,,,,,1.20789301395416,0.325905978679657,0.25376096367836,,2017,,,5.27217263966799,5.07782774180174,Macedonia,92.0,5.17500019073486,1.06457793712616,0.644948184490204,0.325905978679657,0.25376096367836,0.0602777935564518,1.6174693107605,1.20789301395416
Somalia,,,,,0.721151351928711,0.602126955986023,0.291631311178207,,2017,,,5.24248370990157,5.0595163358748,Somalia,93.0,5.15100002288818,0.0226431842893362,0.113989137113094,0.602126955986023,0.291631311178207,0.282410323619843,3.11748456954956,0.721151351928711
Vietnam,,,,,1.27749133110046,0.571055591106415,0.234968051314354,,2017,,,5.14728076457977,5.000718998909,Vietnam,94.0,5.07399988174438,0.788547575473785,0.652168989181519,0.571055591106415,0.234968051314354,0.0876332372426987,1.46231865882874,1.27749133110046
Nigeria,,,,,1.21577048301697,0.394952565431595,0.230947196483612,,2017,,,5.20950013548136,4.93849962800741,Nigeria,95.0,5.07399988174438,0.783756256103516,0.0569157302379608,0.394952565431595,0.230947196483612,0.0261215660721064,2.36539053916931,1.21577048301697
Tajikistan,,,,,1.27146327495575,0.471566706895828,0.248997643589973,,2017,,,5.11142559587956,4.970574182868,Tajikistan,96.0,5.04099988937378,0.524713635444641,0.529235124588013,0.471566706895828,0.248997643589973,0.146377146244049,1.84904932975769,1.27146327495575
Bhutan,,,,,1.34012651443481,0.501537680625916,0.474054545164108,,2017,,,5.07933456212282,4.94266575068235,Bhutan,97.0,5.01100015640259,0.885416388511658,0.495879292488098,0.501537680625916,0.474054545164108,0.173380389809608,1.14018440246582,1.34012651443481
Kyrgyzstan,,,,,1.39423859119415,0.454943388700485,0.42858037352562,,2017,,,5.08991990312934,4.91808047071099,Kyrgyzstan,98.0,5.00400018692017,0.596220076084137,0.553457796573639,0.454943388700485,0.42858037352562,0.0394391790032387,1.53672313690186,1.39423859119415
Nepal,,,,,1.17928326129913,0.440305948257446,0.394096165895462,,2017,,,5.06735607936978,4.85664370700717,Nepal,99.0,4.96199989318848,0.479820191860199,0.504130780696869,0.440305948257446,0.394096165895462,0.0729755461215973,1.8912410736084,1.17928326129913
Mongolia,,,,,1.4930112361908,0.394143968820572,0.338464230298996,,2017,,,5.0216795091331,4.88832033827901,Mongolia,100.0,4.95499992370605,1.02723586559296,0.557783484458923,0.394143968820572,0.338464230298996,0.0329022891819477,1.11129236221313,1.4930112361908
South Africa,,,,,1.38478863239288,0.479246735572815,0.139362379908562,,2017,,,4.92943518772721,4.72856480464339,South Africa,101.0,4.8289999961853,1.05469870567322,0.187080070376396,0.479246735572815,0.139362379908562,0.0725094974040985,1.51090860366821,1.38478863239288
Tunisia,,,,,0.868351459503174,0.289680689573288,0.0496933571994305,,2017,,,4.88436700701714,4.72563264966011,Tunisia,102.0,4.80499982833862,1.00726580619812,0.613212049007416,0.289680689573288,0.0496933571994305,0.0867231488227844,1.89025115966797,0.868351459503174
Palestinian Territories,,,,,1.15564715862274,0.25471106171608,0.114173173904419,,2017,,,4.88184834256768,4.66815184816718,Palestinian Territories,103.0,4.77500009536743,0.716249227523804,0.565666973590851,0.25471106171608,0.114173173904419,0.0892826020717621,1.8788902759552,1.15564715862274
Egypt,,,,,0.997471392154694,0.282110154628754,0.128631442785263,,2017,,,4.82513378962874,4.64486647740006,Egypt,104.0,4.7350001335144,0.989701807498932,0.520187258720398,0.282110154628754,0.128631442785263,0.114381365478039,1.70216107368469,0.997471392154694
Bulgaria,,,,,1.43437945842743,0.289231717586517,0.113177694380283,,2017,,,4.80369470641017,4.62430574372411,Bulgaria,105.0,4.71400022506714,1.1614590883255,0.708217680454254,0.289231717586517,0.113177694380283,0.0110515309497714,0.996139287948608,1.43437945842743
Sierra Leone,,,,,0.984136044979095,0.318697690963745,0.293040901422501,,2017,,,4.85064333498478,4.56735688626766,Sierra Leone,106.0,4.70900011062622,0.36842092871666,0.0055647538974881,0.318697690963745,0.293040901422501,0.0710951760411263,2.66845989227295,0.984136044979095
Cameroon,,,,,0.946018218994141,0.430388748645782,0.236298456788063,,2017,,,4.79654085725546,4.5934594860673,Cameroon,107.0,4.69500017166138,0.564305365085602,0.132892116904259,0.430388748645782,0.236298456788063,0.0513066314160824,2.3336455821991,0.946018218994141
Iran,,,,,0.711551249027252,0.249322608113289,0.387242913246155,,2017,,,4.79822470769286,4.58577511683106,Iran,108.0,4.69199991226196,1.15687310695648,0.639333188533783,0.249322608113289,0.387242913246155,0.048761073499918,1.49873495101929,0.711551249027252
Albania,,,,,0.803685247898102,0.381498634815216,0.201312944293022,,2017,,,4.75246400639415,4.53553610041738,Albania,109.0,4.64400005340576,0.996192753314972,0.731159746646881,0.381498634815216,0.201312944293022,0.0398642159998417,1.49044156074524,0.803685247898102
Bangladesh,,,,,0.735131740570068,0.478356659412384,0.172255352139473,,2017,,,4.68982165828347,4.52617794498801,Bangladesh,110.0,4.60799980163574,0.586682975292206,0.533241033554077,0.478356659412384,0.172255352139473,0.123717859387398,1.97873616218567,0.735131740570068
Namibia,,,,,1.0984708070755,0.520303547382355,0.0771337449550629,,2017,,,4.77035474091768,4.37764502257109,Namibia,111.0,4.57399988174438,0.964434325695038,0.33861181139946,0.520303547382355,0.0771337449550629,0.0931469723582268,1.4818902015686,1.0984708070755
Kenya,,,,,1.06795072555542,0.452763766050339,0.444860309362411,,2017,,,4.65569159060717,4.45030835598707,Kenya,112.0,4.55299997329712,0.560479462146759,0.309988349676132,0.452763766050339,0.444860309362411,0.0646413192152977,1.6519021987915,1.06795072555542
Mozambique,,,,,0.870701014995575,0.480791091918945,0.322228103876114,,2017,,,4.77410232633352,4.3258980551362,Mozambique,113.0,4.55000019073486,0.234305649995804,0.106654435396194,0.480791091918945,0.322228103876114,0.179436385631561,2.35565090179443,0.870701014995575
Myanmar,,,,,1.12323594093323,0.514492034912109,0.838075160980225,,2017,,,4.61473994642496,4.47526020616293,Myanmar,114.0,4.54500007629395,0.367110550403595,0.397522568702698,0.514492034912109,0.838075160980225,0.188816204667091,1.11529040336609,1.12323594093323
Senegal,,,,,1.17969191074371,0.377922266721725,0.183468893170357,,2017,,,4.6016037812829,4.46839591354132,Senegal,115.0,4.53499984741211,0.479309022426605,0.409362852573395,0.377922266721725,0.183468893170357,0.115460447967052,1.78964614868164,1.17969191074371
Zambia,,,,,1.00318729877472,0.461603492498398,0.249580144882202,,2017,,,4.64410550147295,4.38389437645674,Zambia,116.0,4.51399993896484,0.636406779289246,0.257835894823074,0.461603492498398,0.249580144882202,0.0782135501503944,1.82670545578003,1.00318729877472
Iraq,,,,,0.978613197803497,0.288555532693863,0.19963726401329,,2017,,,4.62259140968323,4.37140902519226,Iraq,117.0,4.49700021743774,1.10271048545837,0.501180469989777,0.288555532693863,0.19963726401329,0.107215754687786,1.31890726089478,0.978613197803497
Gabon,,,,,1.1556202173233,0.312328577041626,0.0437853783369064,,2017,,,4.5573617656529,4.37263853952289,Gabon,118.0,4.46500015258789,1.1982102394104,0.356578588485718,0.312328577041626,0.0437853783369064,0.0760467872023582,1.32291626930237,1.1556202173233
Ethiopia,,,,,0.86466920375824,0.408842742443085,0.312650740146637,,2017,,,4.54272867664695,4.377271399647,Ethiopia,119.0,4.46000003814697,0.339233845472336,0.353409707546234,0.408842742443085,0.312650740146637,0.165455713868141,2.01574373245239,0.86466920375824
Sri Lanka,,,,,1.25997638702393,0.561213254928589,0.490863561630249,,2017,,,4.55344719231129,4.32655292212963,Sri Lanka,120.0,4.44000005722046,1.00985014438629,0.625130832195282,0.561213254928589,0.490863561630249,0.0736539661884308,0.419389247894287,1.25997638702393
Armenia,,,,,1.00748372077942,0.198303267359734,0.0834880918264389,,2017,,,4.46673461228609,4.28526524275541,Armenia,121.0,4.37599992752075,0.900596737861633,0.637524425983429,0.198303267359734,0.0834880918264389,0.0266744215041399,1.5214991569519,1.00748372077942
India,,,,,0.754372596740723,0.469987004995346,0.231538489460945,,2017,,,4.37152201749384,4.25847809694707,India,122.0,4.31500005722046,0.792221248149872,0.455427616834641,0.469987004995346,0.231538489460945,0.0922268852591515,1.5191171169281,0.754372596740723
Mauritania,,,,,1.2720308303833,0.0960980430245399,0.201870024204254,,2017,,,4.37716361626983,4.20683601751924,Mauritania,123.0,4.29199981689453,0.648457288742065,0.285349279642105,0.0960980430245399,0.201870024204254,0.136957004666328,1.65163731575012,1.2720308303833
Congo (Brazzaville),,,,,0.832044363021851,0.435025870800018,0.120852127671242,,2017,,,4.41005350500345,4.17194627374411,Congo (Brazzaville),124.0,4.29099988937378,0.808964252471924,0.28995743393898,0.435025870800018,0.120852127671242,0.0796181336045265,1.72413563728333,0.832044363021851
Georgia,,,,,0.57061493396759,0.309410035610199,0.0540088154375553,,2017,,,4.37493396580219,4.19706558406353,Georgia,125.0,4.28599977493286,0.950612664222717,0.649546980857849,0.309410035610199,0.0540088154375553,0.251666635274887,1.50013780593872,0.57061493396759
Congo (Kinshasa),,,,,1.22902345657349,0.235961347818375,0.246455833315849,,2017,,,4.35781083270907,4.20218958690763,Congo (Kinshasa),126.0,4.28000020980835,0.0921023488044739,0.191407024860382,0.235961347818375,0.246455833315849,0.0602413564920425,2.22495865821838,1.22902345657349
Mali,,,,,1.28147339820862,0.306613743305206,0.183354198932648,,2017,,,4.26967071101069,4.11032940343022,Mali,127.0,4.19000005722046,0.476180493831635,0.169365674257278,0.306613743305206,0.183354198932648,0.104970246553421,1.66819095611572,1.28147339820862
Ivory Coast,,,,,0.904780030250549,0.447706192731857,0.201237469911575,,2017,,,4.27518256321549,4.08481709346175,Ivory Coast,128.0,4.17999982833862,0.603048920631409,0.0486421696841717,0.447706192731857,0.201237469911575,0.130061775445938,1.84496426582336,0.904780030250549
Cambodia,,,,,1.00623834133148,0.633375823497772,0.385922968387604,,2017,,,4.27851781353354,4.05748262897134,Cambodia,129.0,4.16800022125244,0.601765096187592,0.429783403873444,0.633375823497772,0.385922968387604,0.0681059509515762,1.04294109344482,1.00623834133148
Sudan,,,,,1.21400856971741,0.0149958552792668,0.182317450642586,,2017,,,4.34574716508389,3.9322527128458,Sudan,130.0,4.13899993896484,0.65951669216156,0.290920823812485,0.0149958552792668,0.182317450642586,0.089847519993782,1.68706583976746,1.21400856971741
Ghana,,,,,0.873664736747742,0.423026293516159,0.256923943758011,,2017,,,4.22270720854402,4.01729256257415,Ghana,131.0,4.11999988555908,0.667224824428558,0.295637726783752,0.423026293516159,0.256923943758011,0.0253363698720932,1.57786750793457,0.873664736747742
Ukraine,,,,,1.39453756809235,0.122974775731564,0.270061463117599,,2017,,,4.18541010454297,4.00659028455615,Ukraine,132.0,4.09600019454956,0.89465194940567,0.575903952121735,0.122974775731564,0.270061463117599,0.0230294708162546,0.814382314682007,1.39453756809235
Uganda,,,,,1.12982773780823,0.443185955286026,0.325766056776047,,2017,,,4.19579996705055,3.96619973540306,Uganda,133.0,4.08099985122681,0.381430715322495,0.217632606625557,0.443185955286026,0.325766056776047,0.057069718837738,1.526362657547,1.12982773780823
Burkina Faso,,,,,1.04328000545502,0.324367851018906,0.250864684581757,,2017,,,4.12405906438828,3.93994106531143,Burkina Faso,134.0,4.03200006484985,0.3502277135849,0.215844258666039,0.324367851018906,0.250864684581757,0.120328105986118,1.72721290588379,1.04328000545502
Niger,,,,,0.993025004863739,0.36365869641304,0.228673845529556,,2017,,,4.11194681972265,3.94405293613672,Niger,135.0,4.02799987792969,0.161925330758095,0.26850500702858,0.36365869641304,0.228673845529556,0.138572946190834,1.87398338317871,0.993025004863739
Malawi,,,,,0.512568831443787,0.466914653778076,0.287170469760895,,2017,,,4.07747881740332,3.86252123981714,Malawi,136.0,3.97000002861023,0.233442038297653,0.315089583396912,0.466914653778076,0.287170469760895,0.0727116540074348,2.08178615570068,0.512568831443787
Chad,,,,,0.953855872154236,0.16234202682972,0.216113850474358,,2017,,,4.0347115239501,3.83728869348764,Chad,137.0,3.93600010871887,0.438012987375259,0.0411347150802612,0.16234202682972,0.216113850474358,0.0535818822681904,2.07123804092407,0.953855872154236
Zimbabwe,,,,,1.08309590816498,0.336384207010269,0.189143493771553,,2017,,,3.97869964271784,3.77130035728216,Zimbabwe,138.0,3.875,0.375846534967422,0.196763753890991,0.336384207010269,0.189143493771553,0.0953753814101219,1.59797024726868,1.08309590816498
Lesotho,,,,,1.19009518623352,0.390661299228668,0.157497271895409,,2017,,,4.04434397548437,3.5716561999917,Lesotho,139.0,3.80800008773804,0.521021246910095,0.0,0.390661299228668,0.157497271895409,0.119094640016556,1.42983531951904,1.19009518623352
Angola,,,,,1.10441195964813,0.0,0.097926490008831,,2017,,,3.95164193540812,3.63835821717978,Angola,140.0,3.79500007629395,0.858428180217743,0.0498686656355858,0.0,0.097926490008831,0.0697203353047371,1.61448240280151,1.10441195964813
Afghanistan,,,,,0.581543326377869,0.106179520487785,0.311870932579041,,2017,,,3.87366141527891,3.71433840543032,Afghanistan,141.0,3.79399991035461,0.401477217674255,0.180746778845787,0.106179520487785,0.311870932579041,0.0611578300595284,2.15080118179321,0.581543326377869
Botswana,,,,,1.22155499458313,0.505196332931519,0.0993484482169151,,2017,,,3.87412266626954,3.65787739858031,Botswana,142.0,3.76600003242493,1.12209415435791,0.341755509376526,0.505196332931519,0.0993484482169151,0.0985831990838051,0.3779137134552,1.22155499458313
Benin,,,,,0.435299843549728,0.425962775945663,0.207948461174965,,2017,,,3.74578355133533,3.56821657836437,Benin,143.0,3.65700006484985,0.431085407733917,0.209930211305618,0.425962775945663,0.207948461174965,0.0609290152788162,1.88563096523285,0.435299843549728
Madagascar,,,,,0.913020372390747,0.189196765422821,0.208732530474663,,2017,,,3.71431910589337,3.57368100091815,Madagascar,144.0,3.64400005340576,0.305808693170547,0.375223308801651,0.189196765422821,0.208732530474663,0.0672319754958153,1.58461260795593,0.913020372390747
Haiti,,,,,0.640449821949005,0.0303698573261499,0.489203780889511,,2017,,,3.73471479773521,3.47128505349159,Haiti,145.0,3.6029999256134,0.368610262870789,0.277321130037308,0.0303698573261499,0.489203780889511,0.0998721495270729,1.69716763496399,0.640449821949005
Yemen,,,,,0.93538224697113,0.249463722109795,0.104125209152699,,2017,,,3.69275031983852,3.49324955046177,Yemen,146.0,3.59299993515015,0.591683447360992,0.310080915689468,0.249463722109795,0.104125209152699,0.0567674227058887,1.34560060501099,0.93538224697113
South Sudan,,,,,0.601323127746582,0.147062435746193,0.285670816898346,,2017,,,3.72553858578205,3.45646157443523,South Sudan,147.0,3.59100008010864,0.39724862575531,0.163486003875732,0.147062435746193,0.285670816898346,0.116793513298035,1.87956738471985,0.601323127746582
Liberia,,,,,0.872117936611176,0.332881182432175,0.26654988527298,,2017,,,3.65375626087189,3.41224372386932,Liberia,148.0,3.53299999237061,0.119041793048382,0.229918196797371,0.332881182432175,0.26654988527298,0.0389482490718365,1.67328596115112,0.872117936611176
Guinea,,,,,0.791244685649872,0.348587512969971,0.264815092086792,,2017,,,3.58442812889814,3.4295718100667,Guinea,149.0,3.50699996948242,0.244549930095673,0.194129139184952,0.348587512969971,0.264815092086792,0.110937617719173,1.55231189727783,0.791244685649872
Togo,,,,,0.431882530450821,0.38042613863945,0.196896150708199,,2017,,,3.59403811171651,3.39596165940166,Togo,150.0,3.49499988555908,0.305444717407227,0.247105568647385,0.38042613863945,0.196896150708199,0.0956650152802467,1.83722925186157,0.431882530450821
Rwanda,,,,,0.945707023143768,0.581843852996826,0.252756029367447,,2017,,,3.54303023353219,3.39896967872977,Rwanda,151.0,3.47099995613098,0.368745893239975,0.326424807310104,0.581843852996826,0.252756029367447,0.455220013856888,0.540061235427856,0.945707023143768
Syria,,,,,0.396102607250214,0.0815394446253777,0.493663728237152,,2017,,,3.66366855680943,3.26033122956753,Syria,152.0,3.46199989318848,0.777153134346008,0.50053334236145,0.0815394446253777,0.493663728237152,0.151347130537033,1.06157350540161,0.396102607250214
Tanzania,,,,,1.04198980331421,0.390017777681351,0.354256361722946,,2017,,,3.46142975538969,3.23657019883394,Tanzania,153.0,3.34899997711182,0.511135876178741,0.364509284496307,0.390017777681351,0.354256361722946,0.0660351067781448,0.621130466461182,1.04198980331421
Burundi,,,,,0.629793584346771,0.0599007532000542,0.204435184597969,,2017,,,3.07469033300877,2.73530960977077,Burundi,154.0,2.90499997138977,0.091622568666935,0.151610791683197,0.0599007532000542,0.204435184597969,0.0841479450464249,1.68302416801453,0.629793584346771
Central African Republic,,,,,0.0,0.270842045545578,0.280876487493515,,2017,,,2.86488426923752,2.52111588716507,Central African Republic,155.0,2.69300007820129,0.0,0.0187726859003305,0.270842045545578,0.280876487493515,0.0565650761127472,2.06600475311279,0.0
,,,,,,,0.202,,2018,,,,,Finland,1.0,7.632,1.305,0.874,0.681,0.202,0.393,,1.592
,,,,,,,0.286,,2018,,,,,Norway,2.0,7.594,1.456,0.861,0.686,0.286,0.34,,1.582
,,,,,,,0.284,,2018,,,,,Denmark,3.0,7.555,1.351,0.868,0.683,0.284,0.408,,1.59
,,,,,,,0.353,,2018,,,,,Iceland,4.0,7.495,1.343,0.914,0.677,0.353,0.138,,1.644
,,,,,,,0.256,,2018,,,,,Switzerland,5.0,7.487,1.42,0.927,0.66,0.256,0.357,,1.549
,,,,,,,0.333,,2018,,,,,Netherlands,6.0,7.441,1.361,0.878,0.638,0.333,0.295,,1.488
,,,,,,,0.321,,2018,,,,,Canada,7.0,7.328,1.33,0.896,0.653,0.321,0.291,,1.532
,,,,,,,0.365,,2018,,,,,New Zealand,8.0,7.324,1.268,0.876,0.669,0.365,0.389,,1.601
,,,,,,,0.285,,2018,,,,,Sweden,9.0,7.314,1.355,0.913,0.659,0.285,0.383,,1.501
,,,,,,,0.361,,2018,,,,,Australia,10.0,7.272,1.34,0.91,0.647,0.361,0.302,,1.573
,,,,,,,0.262,,2018,,,,,United Kingdom,11.0,7.19,1.244,0.888,0.464,0.262,0.082,,1.433
,,,,,,,0.242,,2018,,,,,Austria,12.0,7.139,1.341,0.891,0.617,0.242,0.224,,1.504
,,,,,,,0.143,,2018,,,,,Costa Rica,13.0,7.072,1.01,0.817,0.632,0.143,0.101,,1.459
,,,,,,,0.307,,2018,,,,,Ireland,14.0,6.977,1.448,0.876,0.614,0.307,0.306,,1.583
,,,,,,,0.273,,2018,,,,,Germany,15.0,6.965,1.34,0.861,0.586,0.273,0.28,,1.474
,,,,,,,0.188,,2018,,,,,Belgium,16.0,6.927,1.324,0.894,0.583,0.188,0.24,,1.483
,,,,,,,0.196,,2018,,,,,Luxembourg,17.0,6.91,1.576,0.896,0.632,0.196,0.321,,1.52
,,,,,,,0.291,,2018,,,,,United States,18.0,6.886,1.398,0.819,0.547,0.291,0.133,,1.471
,,,,,,,0.354,,2018,,,,,Israel,19.0,6.814,1.301,0.883,0.533,0.354,0.272,,1.559
,,,,,,,0.186,,2018,,,,,United Arab Emirates,20.0,6.774,2.096,0.67,0.284,0.186,,,0.776
,,,,,,,0.064,,2018,,,,,Czech Republic,21.0,6.711,1.233,0.854,0.543,0.064,0.034,,1.489
,,,,,,,0.376,,2018,,,,,Malta,22.0,6.627,1.27,0.884,0.645,0.376,0.142,,1.525
,,,,,,,0.098,,2018,,,,,France,23.0,6.489,1.293,0.908,0.52,0.098,0.176,,1.466
,,,,,,,0.069,,2018,,,,,Mexico,24.0,6.488,1.038,0.761,0.479,0.069,0.095,,1.252
,,,,,,,0.197,,2018,,,,,Chile,25.0,6.476,1.131,0.808,0.431,0.197,0.061,,1.331
,,,,,,,0.151,,2018,,,,,Taiwan,26.0,6.441,1.365,0.857,0.418,0.151,0.078,,1.436
,,,,,,,0.125,,2018,,,,,Panama,27.0,6.43,1.112,0.759,0.597,0.125,0.063,,1.438
,,,,,,,0.11,,2018,,,,,Brazil,28.0,6.419,0.986,0.675,0.493,0.11,0.088,,1.474
,,,,,,,0.062,,2018,,,,,Argentina,29.0,6.388,1.073,0.744,0.57,0.062,0.054,,1.468
,,,,,,,0.179,,2018,,,,,Guatemala,30.0,6.382,0.781,0.608,0.604,0.179,0.071,,1.268
,,,,,,,0.13,,2018,,,,,Uruguay,31.0,6.379,1.093,0.771,0.625,0.13,0.155,,1.459
,,,,,,,0.256,,2018,,,,,Qatar,32.0,6.374,1.649,0.748,0.654,0.256,0.171,,1.303
